source_lang,source_word,target_lang,target_word
French,luire; briller,Mbay,ndü1c
French,luire; briller,Mango,ndoy
French,luire; briller,Nar,ndéle
French,luire; briller,Ngambay,ndéle
French,luire; briller,Sar,nd$le
French,lune,Bebote,nay
French,lune,Bediondo,nay
French,lune,Daba,na
French,lune,Gor,näy
French,lune,Gulay,na
French,lune,Kaba_Na,nShE
French,lune,Kaba,nSy : Kul=nafe
French,lune,Laka,nay
French,lune,Mbay,naa
French,lune,Mango,nay
French,lune,Nar,na
French,lune,Ngambay,nay
French,lune,Sar,na
French,lune,Ngam,naha
French,lutte,Bebote,mÈilè
French,lutte,Bediondo,milè
French,lutte,Gulay,mèlè
French,lutte,Kaba_Na,mbilè
French,lutte,Laka,mùl à
French,lutte,Mango,mülè
French,lutte,Ngambay,mùl à
French,"lutter, se battre; guerre",Bebote,dS
French,"lutter, se battre; guerre",Bediondo,r5
French,"lutter, se battre; guerre",Daba,d5
French,"lutter, se battre; guerre",Gor,d5
French,"lutter, se battre; guerre",Gulay,d5
French,"lutter, se battre; guerre",Kaba_Na,r5
French,"lutter, se battre; guerre",Kaba,dS
French,"lutter, se battre; guerre",Mbay,d5s5
French,"lutter, se battre; guerre",Mango,d5
French,"lutter, se battre; guerre",Nar,dS : NaT=dS
French,"lutter, se battre; guerre",Ngambay,d5
French,"lutter, se battre; guerre",Sar,r9
French,machette,Mbay,bàrkà
French,machette,Mango,küpküp
French,machette,Sar,bàrkà
French,magouste à queue blanche,Bediondo,nja
French,magouste à queue blanche,Laka,nja
French,magouste à queue blanche,Mbay,n)3a
French,magouste à queue blanche,Mango,n)a
French,magouste à queue blanche,Ngambay,n;ja
French,maigre : être,Bebote,èng#
French,maigre : être,Bediondo,èng#
French,maigre : être,Gor,èngx
French,maigre : être,Gulay,sng
French,maigre : être,Kaba_Na,ndék5
French,maigre : être,Kaba,èngz
French,maigre : être,Mbay,yaäm
French,maigre : être,Mango,èng#
French,maigre : être,Nar,ren
French,maigre : être,Ngambay,ysm
French,maigre : être,Sar,ûng
French,maigre : être,Ngam,mong#
French,main,Bebote,)j1
French,main,Bediondo,)1
French,main,Daba,;1
French,main,Gor,)1
French,main,Gulay,)j1
French,main,Kaba_Na,j111
French,main,Kaba,j1:Kul=jint
French,main,Laka,it
French,main,Mbay,5j1
French,main,Mango,j1
French,main,Nar,)j1
French,main,Ngambay,j1
French,main,Sar,)1
French,maintenant,Bebote,ngàa
French,maintenant,Bediondo,Pàsénè
French,maintenant,Gor,ngàa
French,maintenant,Gulay,ta
French,maintenant,Kaba_Na,äésà
French,maintenant,Kaba,ngàa
French,maintenant,Laka,bisi-nè
French,maintenant,Mbay,ta
French,maintenant,Mango,ngàa
French,maintenant,Nar,k£-ndo-t£
French,maintenant,Ngambay,bèsf-nè
French,maintenant,Sar,ta
French,maintenant,Ngam,ta
French,maïs,Bebote,nj4-kèdE
French,maïs,Bediondo,£-b$1£mté
French,maïs,Daba,nj0
French,maïs,Gor,mésèr
French,maïs,Gulay,dà
French,maïs,Kaba_Na,bày-mangà
French,maïs,Kaba,£-ndàä-kiri
French,maïs,Laka,njà-
French,kèrfi,Mbay,k£-mbéré
French,kèrfi,Mango,mäsàr
French,kèrfi,Nar,gdj)i-dûwd
French,kèrfi,Ngambay,mâsàr
French,kèrfi,Sar,gdy-dà
French,kèrfi,Ngam,gàdj)i-d3
French,maison,Bebote,Kk$ y
French,maison,Bediondo,kéy
French,maison,Daba,kü;
French,maison,Gor,k$y
French,maison,Gulay,ké y
French,maison,Kaba_Na,käÿ
French,maison,Kaba,kéy : Kul=häÿ
French,maison,Laka,kéy
French,maison,Mbay,küû)£
French,maison,Mango,ké y
French,maison,Nar,küjt
French,maison,Ngambay,kéy
French,maison,Sar,küûjà
French,maison,Ngam,küjé
French,maladie,Bebote,mdy
French,maladie,Bediondo,moy
French,maladie,Daba,moy
French,maladie,Gor,mÔy
French,maladie,Gulay,moy
French,maladie,Kaba,r5-to
French,maladie,Laka,r5-t0
French,maladie,Mbay,moy
French,maladie,Mango,moy
French,maladie,Nar,moy
French,maladie,Ngambay,mèy
French,maladie,Sar,mdy
French,maladie,Ngam,moy
French,iladie; infirmité,Bebote,mètà
French,iladie; infirmité,Bediondo,mètà
French,iladie; infirmité,Gor,mdtè
French,iladie; infirmité,Gulay,mètà
French,iladie; infirmité,Kaba_Na,motù
French,iladie; infirmité,Kaba,mètà
French,iladie; infirmité,Laka,mèndè
French,iladie; infirmité,Mango,mètà
French,iladie; infirmité,Nar,1igz#r1i:NgT-motà
French,iladie; infirmité,Ngambay,mèdà
French,iladie; infirmité,Sar,motà
French,ilaxer (boue pour briques),Bebote,mb+s3
French,ilaxer (boue pour briques),Kaba_Na,jüjü
French,ilaxer (boue pour briques),Mbay,1$ÿ
French,ilaxer (boue pour briques),Mango,mboy
French,ilaxer (boue pour briques),Nar,15y
French,ilaxer (boue pour briques),Ngambay,mboy
French,ile,Bebote,dingèm
French,ile,Bediondo,dingèm
French,ile,Daba,) ingà
French,ile,Gor,-dingèm
French,ile,Gulay,dingèm
French,ile,Kaba,;jingàw
French,ile,Laka,jingàw
French,ile,Mbay,dingäà
French,ile,Mango,dingèm
French,ile,Nar,dingàm
French,ile,Ngambay,dingàm :Sr-dèingàm
French,ile,Ngam,dingà
French,inche,Bebote,Kkül
French,inche,Bediondo,kül
French,inche,Gor,kül
French,inche,Gulay,kül
French,inche,Kaba_Na,ko11
French,inche,Laka,Kkül
French,inche,Mango,kul
French,inche,Nar,kül
French,inche,Ngambay,kul
French,inche,Sar,kul
French,inger,Bebote,s
French,inger,Bediondo,ùsÔ
French,inger,Daba,ùsà
French,inger,Gor,s
French,inger,Gulay,ùsè
French,inger,Kaba_Na,isà
French,inger,Kaba,ùsà : Kul=ùsà
French,inger,Laka,ùsà
French,inger,Mbay,sà
French,inger,Mango,ùsd
French,inger,Nar,isè
French,inger,Ngambay,ùsà
French,inger,Sar,isà
French,inger,Ngam,isà
French,inger (qc farineux),Gulay,muf
French,inger (qc farineux),Kaba_Na,mbiri
French,inger (qc farineux),Laka,murg
French,inger (qc farineux),Mango,muû
French,inger (qc farineux),Nar,muf
French,inger (qc farineux),Ngambay,"murû,mun"
French,inger (qc farineux),Sar,muf
French,inger (qc mou),Bebote,d
French,inger (qc mou),Bediondo,0
French,inger (qc mou),Gor,0
French,inger (qc mou),Gulay,ù
French,inger (qc mou),Kaba,0 : Kul=dnd
French,inger (qc mou),Laka,0 : Mh=d0o
French,inger (qc mou),Mango,d
French,inger (qc mou),Nar,d
French,inger (qc mou),Ngambay,0
French,inger (qc mou),Sar,ù
French,inioc,Bebote,ngàli
French,inioc,Bediondo,ngàli
French,inioc,Daba,gàjà
French,inioc,Gor,ngàli
French,inioc,Gulay,ngàli
French,inioc,Kaba_Na,ngàlè
French,inioc,Kaba,ngàli:Kul=ngàlè
French,inioc,Laka,g9y-ngirà
French,inioc,Mango,ngàli
French,inioc,Nar,ngàliyà
French,Français :,Ngambay,ngàli
French,Français :,Sar,ngàli
French,Français :,Ngam,ngàriyà
French,mante religieuse,Bebote,£-gSng
French,mante religieuse,Bediondo,$-g5ngx
French,mante religieuse,Gor,£-gong#
French,mante religieuse,Gulay,geng
French,mante religieuse,Laka,£-g5ng
French,mante religieuse,Mbay,ké-gong
French,mante religieuse,Mango,$i-g5ng
French,mante religieuse,Nar,k£-ngdôr-badä
French,mante religieuse,Ngambay,géñg
French,mante religieuse,Sar,käm-dd-ra
French,marché,Bebote,sûkE
French,marché,Bediondo,sûk#
French,marché,Gor,sûkE
French,marché,Gulay,sûku
French,marché,Kaba_Na,sûkù
French,marché,Kaba,10-làb+-né
French,marché,Laka,nàdi-né-ndoc
French,marché,Mbay,sûkx
French,marché,Mango,sûk
French,marché,Nar,sûk#
French,marché,Ngambay,sûgi
French,marché,Sar,sûkx
French,marché,Ngam,sûké
French,"marcher, se promener",Bebote,nj1ys
French,"marcher, se promener",Bediondo,nj+ys
French,"marcher, se promener",Gor,nj)1ys
French,"marcher, se promener",Gulay,nj1ys
French,"marcher, se promener",Kaba_Na,kàbe
French,"marcher, se promener",Kaba,nja
French,"marcher, se promener",Laka,njà
French,"marcher, se promener",Mbay,ndiya
French,"marcher, se promener",Mango,nj1ys
French,"marcher, se promener",Nar,nj1ys
French,"marcher, se promener",Ngambay,nja
French,"marcher, se promener",Sar,nj+ra
French,"marécage, étang",Laka,b5y
French,"marécage, étang",Mango,käar
French,"marécage, étang",Nar,kàrà
French,margouillat,Bebote,£-b3$
French,margouillat,Bediondo,béylà
French,margouillat,Daba,k{1
French,margouillat,Gor,£-b3s
French,margouillat,Gulay,k£-ngäl-bènti : KoN=ké11
French,margouillat,Kaba,£-bàylà:Kul=kflt
French,margouillat,Laka,£-bàÿlà
French,margouillat,Mango,bäylà
French,margouillat,Nar,kfi1
French,margouillat,Ngambay,béylà
French,margouillat,Sar,kil
French,mari,Bebote,ngàw
French,mari,Bediondo,ngàw
French,mari,Daba,ngàw
French,mari,Gor,ngàw
French,mari,Gulay,ngà
French,mari,Kaba_Na,ngàbà
French,mari,Kaba,ngàw
French,mari,Laka,ngàw : Mhb=ngàw
French,mari,Mango,ngôw
French,mari,Nar,ngà
French,mari,Ngambay,ngàw
French,mari,Sar,ngà
French,mari,Ngam,ngàPi
French,"marmite, petit",Bebote,mba-tà
French,"marmite, petit",Bediondo,bày
French,"marmite, petit",Gulay,bày
French,"marmite, petit",Kaba_Na,hàyà
French,"marmite, petit",Kaba,bày
French,FO,Laka,bày : Mh=bày
French,FO,Nar,bày
French,FO,Ngambay,bày
French,marqueur d'interrogation,Bebote,wà
French,marqueur d'interrogation,Bediondo,à
French,marqueur d'interrogation,Gor,wà
French,marqueur d'interrogation,Gulay,wà
French,marqueur d'interrogation,Kaba_Na,wà
French,marqueur d'interrogation,Kaba,wà
French,marqueur d'interrogation,Laka,wà
French,marqueur d'interrogation,Mango,wà
French,marqueur d'interrogation,Nar,à
French,marqueur d'interrogation,Ngambay,à
French,marqueur d'interrogation,Sar,à
French,marqueur d'interrogation,Ngam,à
French,marqueur de débarrassement,Bebote,k5$
French,marqueur de débarrassement,Bediondo,k5$
French,marqueur de débarrassement,Daba,kènèng
French,marqueur de débarrassement,Gor,k5$
French,marqueur de débarrassement,Gulay,k5k£
French,marqueur de débarrassement,Kaba,ràng
French,marqueur de débarrassement,Laka,k5ré
French,marqueur de débarrassement,Mbay,k5$
French,marqueur de débarrassement,Mango,k5$
French,marqueur de débarrassement,Nar,k5$
French,marqueur de débarrassement,Ngambay,k5$
French,marqueur de débarrassement,Sar,k5$
French,marqueur de débarrassement,Ngam,Kk5$
French,marqueur du futur,Bebote,à
French,marqueur du futur,Bediondo,à
French,marqueur du futur,Gor,à
French,marqueur du futur,Gulay,à
French,marqueur du futur,Kaba_Na,nj-
French,marqueur du futur,Kaba,à
French,marqueur du futur,Laka,à
French,marqueur du futur,Mango,à
French,marqueur du futur,Nar,à
French,marqueur du futur,Ngambay,à
French,marqueur du futur,Sar,à
French,marqueur du futur,Ngam,a
French,marqueur du pluriel : nom,Bebote,je
French,marqueur du pluriel : nom,Bediondo,je: Do=ge
French,marqueur du pluriel : nom,Gor,g#x
French,marqueur du pluriel : nom,Gulay,g#
French,marqueur du pluriel : nom,Kaba_Na,ge
French,marqueur du pluriel : nom,Kaba,je:Kul=ge
French,marqueur du pluriel : nom,Laka,je
French,marqueur du pluriel : nom,Mbay,-g#
French,marqueur du pluriel : nom,Mango,je:Nar-=-g#
French,marqueur du pluriel : nom,Ngambay,je: Sr-g#
French,marqueur du pluriel : nom,Ngam,-9+
French,marqueur du pluriel : verbe,Bebote,-1
French,marqueur du pluriel : verbe,Bediondo,-1
French,marqueur du pluriel : verbe,Daba,-1
French,marqueur du pluriel : verbe,Gor,-1
French,marqueur du pluriel : verbe,Gulay,-1
French,marqueur du pluriel : verbe,Mango,-1
French,marqueur du pluriel : verbe,Nar,-n
French,marqueur du pluriel : verbe,Sar,-1
French,marqueur locatif,Bebote,t£
French,marqueur locatif,Bediondo,t£:Dh=ti
French,marqueur locatif,Gor,t£
French,marqueur locatif,Gulay,té
French,marqueur locatif,Kaba,t#
French,marqueur locatif,Laka,g£
French,marqueur locatif,Mbay,t£
French,marqueur locatif,Mango,t#
French,marqueur locatif,Nar,t£
French,marqueur locatif,Ngambay,-d#
French,marqueur locatif,Sar,tf
French,marqueur locatif,Ngam,t#
French,matin. de bon matin,Bebote,ki-sf
French,matin. de bon matin,Bediondo,si
French,matin. de bon matin,Gor,si
French,matin. de bon matin,Gulay,ndédgé
French,matin. de bon matin,Kaba,ki-sf:Kul=jinjs
French,matin. de bon matin,Laka,nd5$
French,matin. de bon matin,Mango,si
French,matin. de bon matin,Nar,kè-ndoÿ
French,matin. de bon matin,Ngambay,nd5$
French,matin. de bon matin,Sar,dùû-10ÿ
French,matin. de bon matin,Ngam,d31d6
French,maudire,Bebote,màn
French,maudire,Bediondo,man
French,maudire,Gor,màn
French,maudire,Gulay,man
French,maudire,Laka,ùgù
French,maudire,Mango,màn
French,maudire,Nar,bar
French,maudire,Ngambay,màn
French,maudire,Sar,timbe
French,mauvais : être,Bebote,-màjài
French,mauvais : être,Bediondo,-màajài
French,mauvais : être,Gor,-màjài
French,mauvais : être,Gulay,màjilé
French,mauvais : être,Kaba_Na,àsûü
French,mauvais : être,Kaba,mänjàñg
French,mauvais : être,Mbay,mà j à Î
French,mauvais : être,Mango,màjàÎ
French,mauvais : être,Nar,-mèajài:NgT-màjài
French,mauvais : être,Ngambay,màjèÎ:Sr-màjài
French,me (obj. de verbe),Bebote,-m
French,me (obj. de verbe),Bediondo,-m
French,me (obj. de verbe),Daba,-m
French,me (obj. de verbe),Gor,-m
French,me (obj. de verbe),Gulay,-m
French,me (obj. de verbe),Kaba,-m
French,me (obj. de verbe),Laka,-m
French,me (obj. de verbe),Mbay,-m
French,me (obj. de verbe),Mango,-m:Nar-=-m
French,me (obj. de verbe),Ngambay,-m
French,me (obj. de verbe),Sar,-m
French,médicament,Bebote,déwa
French,médicament,Bediondo,däwa
French,médicament,Daba,dân
French,médicament,Gor,"-dâwa, kI"
French,médicament,Gulay,kùgè
French,médicament,Laka,"küma, kèma"
French,médicament,Mango,küms
French,médicament,Ngambay,küma
French,médicament,Sar,ki
French,médicament,Ngam,Kk1
French,melon,Bebote,wàsx
French,melon,Bediondo,wàst
French,melon,Daba,wàs
French,melon,Gor,wàsE
French,melon,Gulay,wàsE
French,melon,Kaba_Na,wàso
French,melon,Kaba,wàs+
French,melon,Laka,wàst
French,melon,Mango,wàs+
French,melon,Nar,wàs#
French,melon,Ngambay,wàst
French,melon,Sar,wàs+
French,même,Gor,kâre-bà
French,même,Kaba,käraä-bàa
French,même,Laka,kära-bà
French,même,Mango,kÈi-k£éra:NgT-k£ba
French,même,Ngambay,käâra
French,menton,Bebote,£-ngèngérs
French,menton,Bediondo,gôn
French,menton,Gor,mdtigôn
French,menton,Gulay,bégém-tà
French,menton,Kaba,gél-tà
French,menton,Laka,gé1l-tà
French,menton,Mbay,bôgà
French,menton,Mango,gin-tà
French,menton,Nar,bôgo
French,menton,Ngambay,gél-tà
French,menton,Sar,bogù
French,mère,Bebote,Kk$
French,mère,Bediondo,ké
French,mère,Daba,ké
French,mère,Gor,ké
French,mère,Gulay,ké
French,mère,Kaba_Na,k6ù
French,mère,Kaba,Kk6 : Kul=k6d
French,mère,Laka,ké
French,mère,Mbay,k$o
French,mère,Mango,ké
French,mère,Nar,k6
French,mère,Ngambay,k6
French,mère,Sar,küù
French,mère,Ngam,Kké
French,mesurer,Bebote,mb5j#
French,mesurer,Bediondo,mb5)j#
French,mesurer,Gor,mb$jx
French,mesurer,Gulay,mb5j#
French,mesurer,Laka,mb$31 : Mh=mb5jx
French,mesurer,Mango,mbj#
French,mesurer,Nar,mb5j#
French,mesurer,Ngambay,mb$j1
French,ttre en rang,Bediondo,Ôs#
French,ttre en rang,Daba,ùs
French,ttre en rang,Laka,dsi
French,ttre en rang,Mbay,dsE
French,ttre les os ensemble,Gulay,nàma
French,ttre les os ensemble,Mango,nàèm
French,ttre les os ensemble,Ngambay,nàm
French,el,Bebote,ùbi-tèji
French,el,Bediondo,tèji
French,el,Gor,mbàn-tèji
French,el,Gulay,übu-tüjù
French,el,Kaba,ùbu-tè)ji
French,el,Laka,ùbu
French,el,Mbay,tèii
French,el,Mango,ùbi-tôji
French,el,Nar,yibitèji
French,el,Ngambay,tènji
French,el,Sar,tèjà
French,"eux, être mieux",Bebote,s6-t£
French,"eux, être mieux",Bediondo,s6-t#
French,"eux, être mieux",Gor,s6-t#
French,"eux, être mieux",Gulay,s6-t£
French,"eux, être mieux",Kaba,sété#
French,"eux, être mieux",Mbay,s6-t£
French,"eux, être mieux",Mango,sé-t#
French,"eux, être mieux",Nar,56-t£
French,"eux, être mieux",Ngambay,s6-d£
French,"eux, être mieux",Sar,s6-t#
French,"eux, être mieux",Ngam,s600-t#
French,1 (mot général),Gor,ko
French,1 (mot général),Gulay,ko
French,1 (mot général),Kaba_Na,kämbé
French,1 (mot général),Kaba,Kko : Kul=tEe
French,1 (mot général),Mbay,y4a-k6o
French,1 (mot général),Mango,ko
French,1 (mot général),Nar,Kko
French,1 (mot général),Ngambay,ko
French,1 (mot général),Sar,"bügid£é, ko"
French,1 (mot général),Ngam,mbür
French,1 pénicillaire,Bebote,téy
French,1 pénicillaire,Bediondo,tsy
French,1 pénicillaire,Daba,tey
French,1 pénicillaire,Gor,teéy
French,1 pénicillaire,Gulay,tey
French,1 pénicillaire,Kaba,tey
French,1 pénicillaire,Laka,täy
French,1 pénicillaire,Mango,tsy
French,1 pénicillaire,Nar,téy
French,1 pénicillaire,Ngambay,tsy
French,1 pénicillaire,Sar,-teéy
French,1 sauvage,Gulay,jèr
French,1 sauvage,Laka,)5mrls
French,1 sauvage,Mbay,jdr
French,1 sauvage,Mango,jè
French,1 sauvage,Sar,jèr
French,"1, esp. de.",Bebote,wàa
French,"1, esp. de.",Bediondo,wa : Do=wàa
French,"1, esp. de.",Gor,wàa
French,"1, esp. de.",Gulay,wès
French,"1, esp. de.",Kaba,wàa
French,"1, esp. de.",Laka,wàa
French,"1, esp. de.",Mango,ws
French,"1, esp. de.",Ngambay,wàa
French,"1, esp. de.",Sar,uwä
French,"1, esp. de.",Ngam,Èiwa
French,lle,Bebote,sàk#
French,lle,Bediondo,dib#
French,lle,Daba,säk
French,lle,Gor,dèr
French,lle,Gulay,àruü-dÔgà
French,lle,Kaba,dùrû
French,Français :,Laka,t#1-dÔg
French,Français :,Mango,dübé
French,Français :,Nar,düb#
French,Français :,Ngambay,säg#
French,Français :,Sar,dubü
French,Français :,Ngam,dubû
French,mille-pattes,Bebote,£-külülu
French,mille-pattes,Gor,$-kuüulülu
French,mille-pattes,Gulay,kèülülu
French,mille-pattes,Kaba_Na,kéngé
French,mille-pattes,Kaba,£-kùlülu
French,mille-pattes,Laka,£-Kkülül1ü
French,mille-pattes,Mbay,k£-kùlt
French,mille-pattes,Nar,koro-r5ÿ
French,mille-pattes,Ngambay,külülu
French,mille-pattes,Sar,külülu
French,mille-pattes,Ngam,k£-ndàdàrt
French,"mince, svelte : être",Bebote,mbàtài
French,"mince, svelte : être",Bediondo,mbàtà
French,"mince, svelte : être",Daba,mbèt
French,"mince, svelte : être",Gor,mbàtà
French,"mince, svelte : être",Gulay,mbètà
French,"mince, svelte : être",Laka,mbàdi
French,"mince, svelte : être",Mbay,mbàtà
French,"mince, svelte : être",Mango,mboàètà
French,"mince, svelte : être",Ngambay,mbàdi
French,"mince, svelte : être",Ngam,mbètà
French,modeler,Bebote,Èbs
French,modeler,Bediondo,ibs
French,modeler,Gor,ùws
French,modeler,Gulay,ùbs
French,modeler,Kaba_Na,ùba
French,modeler,Kaba,ùBa
French,modeler,Laka,ùba
French,modeler,Mbay,6a
French,modeler,Mango,ùbs
French,modeler,Nar,Èi£s
French,modeler,Ngambay,ùba
French,modeler,Sar,i$a
French,moi (forme indépendant),Bebote,mi
French,moi (forme indépendant),Bediondo,m1 : Do=ma
French,moi (forme indépendant),Gor,mL
French,moi (forme indépendant),Kaba,maä
French,moi (forme indépendant),Mbay,m1
French,moi (forme indépendant),Mango,ma
French,moi (forme indépendant),Nar,ma
French,moi (forme indépendant),Ngambay,ma
French,moi (forme indépendant),Sar,ma
French,mollet,Gulay,ndàndan : Mh=s$1l
French,mollet,Mango,ndän-njà
French,mollet,Sar,631
French,"mon, ma (oblique)",Bebote,"-"""
French,"mon, ma (oblique)",Bediondo,-mM
French,"mon, ma (oblique)",Daba,-mM
French,"mon, ma (oblique)",Gor,-mM
French,"mon, ma (oblique)",Gulay,-mM
French,"mon, ma (oblique)",Kaba,-m
French,"mon, ma (oblique)",Laka,-m
French,"mon, ma (oblique)",Mbay,-mM
French,"mon, ma (oblique)",Mango,-n
French,"mon, ma (oblique)",Nar,-m
French,"mon, ma (oblique)",Ngambay,-n
French,"mon, ma (oblique)",Sar,-1#
French,"mon, ma (oblique)",Ngam,--m
French,monter,Bebote,àl
French,monter,Bediondo,à] : Dh=àT
French,monter,Gor,àl
French,monter,Gulay,àl
French,monter,Kaba_Na,à10
French,monter,Kaba,àl : Kul=à10
French,monter,Laka,à]
French,monter,Mbay,àT
French,monter,Mango,àl
French,monter,Nar,àl
French,monter,Ngambay,àl
French,monter,Sar,àl
French,monter,Ngam,àl
French,monticule; termitière,Bebote,£-d1i
French,monticule; termitière,Bediondo,-d1i
French,monticule; termitière,Gor,"dd-gé-d1,£-d1i"
French,- Langues Sara,Gulay,dii-dit
French,- Langues Sara,Kaba,t110
French,- Langues Sara,Laka,dd$-i1{
French,- Langues Sara,Mbay,d1f
French,- Langues Sara,Mango,d$é-d1i:Nar-d1ii
French,- Langues Sara,Ngambay,dd-g£-d1i
French,- Langues Sara,Sar,d1i
French,montrer,Bediondo,t53x
French,montrer,Daba,t5;
French,montrer,Mbay,t53#
French,"montrer, expliquer",Bebote,dji
French,"montrer, expliquer",Bediondo,3jà
French,"montrer, expliquer",Daba,à)
French,"montrer, expliquer",Gor,t$j£
French,"montrer, expliquer",Gulay,djE
French,"montrer, expliquer",Kaba_Na,3jà
French,"montrer, expliquer",Kaba,3ù
French,"montrer, expliquer",Laka,t51
French,"montrer, expliquer",Mbay,d5È
French,"montrer, expliquer",Mango,3jÈ
French,"montrer, expliquer",Nar,d)È
French,"montrer, expliquer",Ngambay,t5j1
French,"montrer, expliquer",Sar,àdjà
French,"montrer, expliquer",Ngam,wd à
French,mordre,Bebote,d9
French,mordre,Bediondo,dà
French,mordre,Daba,dù
French,mordre,Gor,d9
French,mordre,Gulay,d9
French,mordre,Kaba_Na,jùnû
French,mordre,Kaba,t6
French,mordre,Laka,t6
French,mordre,Mbay,ddo
French,mordre,Mango,d
French,mordre,Nar,do
French,mordre,Ngambay,t6
French,mordre,Sar,dù
French,mordre,Ngam,dù
French,mort,Bebote,koôy
French,mort,Bediondo,kdy
French,mort,Daba,koy
French,mort,Gor,kdy
French,mort,Gulay,kdy
French,mort,Kaba_Na,ila
French,mort,Kaba,koôy
French,mort,Laka,küy
French,mort,Mango,"kdy, yo"
French,mort,Nar,koy
French,mort,Ngambay,kôy
French,mort,Sar,"kôy, yo"
French,mort; sorcerie,Bebote,yo
French,mort; sorcerie,Bediondo,yo
French,mort; sorcerie,Daba,yd
French,mort; sorcerie,Gor,y
French,mort; sorcerie,Gulay,yo
French,mort; sorcerie,Kaba,yù
French,mort; sorcerie,Laka,yo
French,mort; sorcerie,Mango,yd
French,mort; sorcerie,Nar,yo
French,mort; sorcerie,Ngambay,yo
French,mort; sorcerie,Sar,yù
French,mort; sorcerie,Ngam,yo
French,mortier,Bebote,bir
French,mortier,Bediondo,bèr
French,mortier,Daba,bit
French,mortier,Gor,bir
French,mortier,Gulay,bir
French,mortier,Kaba_Na,bèrt
French,mortier,Kaba,birt
French,mortier,Laka,bit
French,mortier,Mbay,bit
French,mortier,Mango,bir
French,mortier,Nar,bir
French,mortier,Ngambay,birt
French,mortier,Sar,bir
French,mortier,Ngam,bid#
French,mouche,Bebote,kéng
French,mouche,Bediondo,kéng#
French,mouche,Daba,kéS
French,mouche,Gor,kéngx
French,mouche,Gulay,kéng
French,mouche,Kaba_Na,käMm
French,mouche,Kaba,kém
French,mouche,Laka,kéw
French,mouche,Mbay,kéng
French,mouche,Mango,kém
French,mouche,Nar,kéng
French,mouche,Ngambay,kém
French,mouche,Sar,kéng
French,mouche tsé-tsé,Gulay,kéng-mbà
French,mouche tsé-tsé,Kaba_Na,mbà
French,mouche tsé-tsé,Laka,£-Kk51
French,mouche tsé-tsé,Mbay,mbàa
French,mouche tsé-tsé,Mango,gèng
French,mouche tsé-tsé,Nar,gàng
French,mouche tsé-tsé,Ngambay,séi
French,mouillé : être,Bebote,mbs 1
French,mouillé : être,Bediondo,yom
French,mouillé : être,Daba,yin
French,mouillé : être,Gor,yom
French,mouillé : être,Gulay,nom
French,mouillé : être,Laka,yOm
French,mouillé : être,Mango,ndùy
French,mouillé : être,Nar,nom
French,mouillé : être,Ngambay,151
French,mouillé : être,Sar,mbol
French,mourir,Bebote,0y
French,mourir,Bediondo,dy
French,mourir,Daba,dy
French,mourir,Gor,dy
French,mourir,Gulay,0y
French,mourir,Kaba_Na,0
French,mourir,Kaba,0y
French,mourir,Laka,ùy
French,mourir,Mbay,dy
French,mourir,Mango,0dy
French,mourir,Nar,0y
French,mourir,Ngambay,ùy
French,mourir,Sar,0y
French,mourir,Ngam,woy
French,mousse,Bediondo,külüm
French,mousse,Gor,pülùm
French,mousse,Gulay,pülulü
French,mousse,Kaba_Na,hündülü
French,mousse,Laka,hühügü
French,mousse,Mbay,hülùm
French,mousse,Mango,èm
French,mousse,Nar,hüluû
French,mousse,Sar,hülü
French,moustique,Bebote,yi1
French,moustique,Bediondo,y#1
French,moustique,Gor,yi1l
French,moustique,Gulay,yil
French,moustique,Kaba_Na,wélü
French,moustique,Kaba,y{1
French,moustique,Laka,f1
French,moustique,Mbay,yil
French,moustique,Mango,yil
French,moustique,Nar,yil
French,moustique,Ngambay,y{1
French,moustique,Sar,yfl
French,moustique,Ngam,yil
French,mouton,Bebote,bàt#
French,mouton,Bediondo,bàt#
French,mouton,Daba,bät
French,mouton,Gor,bàt#
French,mouton,Gulay,bàt#
French,mouton,Kaba,bàt# : Kul=bàta
French,mouton,Laka,bàd#m
French,mouton,Mango,bàt#
French,mouton,Nar,bàt#
French,mouton,Ngambay,bàd#
French,mouton,Sar,bàt#
French,mouton,Ngam,-bàt#
French,mûr : être,Bebote,mb3)jÈ
French,mûr : être,Bediondo,mbù)
French,mûr : être,Daba,às
French,mûr : être,Gor,"gssirs, kàsi"
French,mûr : être,Gulay,Kkèr
French,mûr : être,Kaba,sàng
French,mûr : être,Laka,kàsà
French,mûr : être,Mbay,mbù; à
French,mûr : être,Mango,kàsi
French,mûr : être,Ngambay,"Ôb+t, kàs"
French,mûr : être,Sar,25
French,n'exister pas,Bebote,gôté
French,n'exister pas,Bediondo,gèté
French,n'exister pas,Daba,gèté
French,n'exister pas,Gor,got6
French,n'exister pas,Gulay,gèté
French,n'exister pas,Kaba,gèté
French,n'exister pas,Laka,godé
French,n'exister pas,Mbay,gdt6o
French,n'exister pas,Mango,gdté
French,n'exister pas,Nar,got60
French,n'exister pas,Ngambay,gôdé
French,n'exister pas,Sar,gût60o
French,n'exister pas,Ngam,gté
French,iger,Bebote,àlè
French,iger,Bediondo,àlè
French,iger,Gor,àlà
French,iger,Gulay,àlè
French,iger,Kaba_Na,àlè
French,iger,Kaba,àlè
French,iger,Laka,àlè
French,iger,Mbay,àl
French,iger,Mango,àlè
French,iger,Nar,àliyà
French,iger,Ngambay,àlè
